Id,TARGET_5Yrs
0,0.44
1,0.49333333333333335
2,0.7466666666666667
3,0.86
4,0.54
5,0.6333333333333333
6,0.46
7,0.4666666666666667
8,0.5333333333333333
9,0.4
10,0.66
11,0.7
12,0.5666666666666667
13,0.7266666666666667
14,0.8133333333333334
15,0.8266666666666667
16,0.7266666666666667
17,0.62
18,0.37333333333333335
19,0.74
20,0.88
21,0.7333333333333333
22,0.7666666666666667
23,0.4866666666666667
24,0.6933333333333334
25,0.7533333333333333
26,0.6866666666666666
27,0.76
28,0.7533333333333333
29,0.6
30,0.5866666666666667
31,0.5466666666666666
32,0.46
33,0.3933333333333333
34,0.3933333333333333
35,0.43333333333333335
36,0.49333333333333335
37,0.31333333333333335
38,0.6
39,0.82
40,0.8666666666666667
41,0.5466666666666666
42,0.5066666666666667
43,0.5266666666666666
44,0.6133333333333333
45,0.6066666666666667
46,0.64
47,0.5466666666666666
48,0.44
49,0.4266666666666667
50,0.49333333333333335
51,0.56
52,0.68
53,0.30666666666666664
54,0.86
55,0.62
56,0.66
57,0.32
58,0.6333333333333333
59,0.8733333333333333
60,0.84
61,0.5666666666666667
62,0.6133333333333333
63,0.7533333333333333
64,0.5866666666666667
65,0.37333333333333335
66,0.5266666666666666
67,0.4266666666666667
68,0.54
69,0.6666666666666666
70,0.88
71,0.7333333333333333
72,0.7066666666666667
73,0.41333333333333333
74,0.5466666666666666
75,0.52
76,0.52
77,0.6133333333333333
78,0.7
79,0.8666666666666667
80,0.84
81,0.6533333333333333
82,0.6533333333333333
83,0.38666666666666666
84,0.5066666666666667
85,0.29333333333333333
86,0.46
87,0.43333333333333335
88,0.4066666666666667
89,0.5
90,0.7066666666666667
91,0.38666666666666666
92,0.7066666666666667
93,0.7266666666666667
94,0.5533333333333333
95,0.8266666666666667
96,0.7066666666666667
97,0.8066666666666666
98,0.36
99,0.7666666666666667
100,0.6466666666666666
101,0.7533333333333333
102,0.8466666666666667
103,0.5866666666666667
104,0.6666666666666666
105,0.7066666666666667
106,0.7133333333333334
107,0.36
108,0.6333333333333333
109,0.44
110,0.8866666666666667
111,0.5666666666666667
112,0.37333333333333335
113,0.76
114,0.5133333333333333
115,0.9066666666666666
116,0.49333333333333335
117,0.3466666666666667
118,0.5533333333333333
119,0.54
120,0.7866666666666666
121,0.47333333333333333
122,0.8533333333333334
123,0.7266666666666667
124,0.5066666666666667
125,0.6666666666666666
126,0.5333333333333333
127,0.7133333333333334
128,0.78
129,0.5
130,0.6533333333333333
131,0.84
132,0.6133333333333333
133,0.6533333333333333
134,0.5466666666666666
135,0.6733333333333333
136,0.68
137,0.76
138,0.6533333333333333
139,0.3933333333333333
140,0.7933333333333333
141,0.7266666666666667
142,0.5266666666666666
143,0.5466666666666666
144,0.38
145,0.6733333333333333
146,0.4266666666666667
147,0.47333333333333333
148,0.8
149,0.38666666666666666
150,0.84
151,0.6066666666666667
152,0.49333333333333335
153,0.8133333333333334
154,0.7533333333333333
155,0.8133333333333334
156,0.30666666666666664
157,0.62
158,0.8666666666666667
159,0.41333333333333333
160,0.52
161,0.7733333333333333
162,0.48
163,0.4866666666666667
164,0.5333333333333333
165,0.7333333333333333
166,0.7933333333333333
167,0.5
168,0.8733333333333333
169,0.7733333333333333
170,0.38666666666666666
171,0.5
172,0.6933333333333334
173,0.68
174,0.8
175,0.7866666666666666
176,0.5733333333333334
177,0.49333333333333335
178,0.47333333333333333
179,0.3933333333333333
180,0.7
181,0.8933333333333333
182,0.8466666666666667
183,0.38666666666666666
184,0.7066666666666667
185,0.36
186,0.31333333333333335
187,0.7266666666666667
188,0.8466666666666667
189,0.48
190,0.3933333333333333
191,0.5666666666666667
192,0.5
193,0.62
194,0.76
195,0.4866666666666667
196,0.8333333333333334
197,0.4
198,0.54
199,0.48
200,0.49333333333333335
201,0.56
202,0.31333333333333335
203,0.5133333333333333
204,0.4266666666666667
205,0.4066666666666667
206,0.5733333333333334
207,0.8266666666666667
208,0.54
209,0.8533333333333334
210,0.6533333333333333
211,0.7733333333333333
212,0.8333333333333334
213,0.8
214,0.6466666666666666
215,0.8
216,0.56
217,0.3933333333333333
218,0.42
219,0.8133333333333334
220,0.84
221,0.6066666666666667
222,0.56
223,0.47333333333333333
224,0.6733333333333333
225,0.49333333333333335
226,0.6533333333333333
227,0.7533333333333333
228,0.38
229,0.54
230,0.76
231,0.49333333333333335
232,0.58
233,0.82
234,0.5933333333333334
235,0.8333333333333334
236,0.6866666666666666
237,0.37333333333333335
238,0.6533333333333333
239,0.8333333333333334
240,0.8066666666666666
241,0.7133333333333334
242,0.6133333333333333
243,0.5666666666666667
244,0.7333333333333333
245,0.5066666666666667
246,0.31333333333333335
247,0.5
248,0.3933333333333333
249,0.6466666666666666
250,0.3466666666666667
251,0.72
252,0.6666666666666666
253,0.8666666666666667
254,0.72
255,0.7266666666666667
256,0.58
257,0.6533333333333333
258,0.36
259,0.7266666666666667
260,0.86
261,0.3466666666666667
262,0.8066666666666666
263,0.36666666666666664
264,0.3
265,0.6666666666666666
266,0.72
267,0.52
268,0.5933333333333334
269,0.6333333333333333
270,0.54
271,0.5466666666666666
272,0.38
273,0.6266666666666667
274,0.48
275,0.46
276,0.47333333333333333
277,0.7466666666666667
278,0.8866666666666667
279,0.37333333333333335
280,0.5333333333333333
281,0.6866666666666666
282,0.84
283,0.7066666666666667
284,0.6
285,0.8066666666666666
286,0.41333333333333333
287,0.7333333333333333
288,0.7333333333333333
289,0.8533333333333334
290,0.5933333333333334
291,0.4066666666666667
292,0.7533333333333333
293,0.5266666666666666
294,0.46
295,0.32
296,0.6333333333333333
297,0.7266666666666667
298,0.8733333333333333
299,0.7266666666666667
300,0.38666666666666666
301,0.8533333333333334
302,0.43333333333333335
303,0.7266666666666667
304,0.7133333333333334
305,0.6133333333333333
306,0.6266666666666667
307,0.36666666666666664
308,0.48
309,0.56
310,0.7
311,0.58
312,0.4
313,0.5933333333333334
314,0.35333333333333333
315,0.6266666666666667
316,0.8333333333333334
317,0.78
318,0.42
319,0.6666666666666666
320,0.5133333333333333
321,0.8266666666666667
322,0.5866666666666667
323,0.5666666666666667
324,0.35333333333333333
325,0.6266666666666667
326,0.76
327,0.4
328,0.6933333333333334
329,0.36666666666666664
330,0.6733333333333333
331,0.5333333333333333
332,0.5333333333333333
333,0.7133333333333334
334,0.5333333333333333
335,0.5866666666666667
336,0.58
337,0.6733333333333333
338,0.66
339,0.56
340,0.7733333333333333
341,0.49333333333333335
342,0.5266666666666666
343,0.4
344,0.7666666666666667
345,0.7466666666666667
346,0.47333333333333333
347,0.58
348,0.5
349,0.7133333333333334
350,0.6
351,0.44666666666666666
352,0.66
353,0.74
354,0.7933333333333333
355,0.6866666666666666
356,0.5533333333333333
357,0.44
358,0.6666666666666666
359,0.6133333333333333
360,0.49333333333333335
361,0.47333333333333333
362,0.32
363,0.7066666666666667
364,0.44666666666666666
365,0.38666666666666666
366,0.7
367,0.66
368,0.37333333333333335
369,0.8
370,0.6333333333333333
371,0.5
372,0.74
373,0.64
374,0.82
375,0.7733333333333333
376,0.74
377,0.5266666666666666
378,0.4266666666666667
379,0.32666666666666666
380,0.6866666666666666
381,0.5933333333333334
382,0.5866666666666667
383,0.5733333333333334
384,0.4266666666666667
385,0.31333333333333335
386,0.49333333333333335
387,0.7733333333333333
388,0.5333333333333333
389,0.6933333333333334
390,0.74
391,0.6466666666666666
392,0.5666666666666667
393,0.7666666666666667
394,0.46
395,0.6533333333333333
396,0.4
397,0.6666666666666666
398,0.62
399,0.8133333333333334
400,0.38666666666666666
401,0.5666666666666667
402,0.74
403,0.7466666666666667
404,0.5933333333333334
405,0.29333333333333333
406,0.8466666666666667
