Id,TARGET_5Yrs
0,0.47003143167522393
1,0.4450944134555129
2,0.7227581202842921
3,0.7575221336669568
4,0.4191403252894007
5,0.6725908649779095
6,0.3555783272207427
7,0.43052473178263967
8,0.5414409450284333
9,0.2411423786280375
10,0.5321065304325502
11,0.7365250379007756
12,0.41673276283431854
13,0.7459432499062977
14,0.8185708098715052
15,0.7183728622100417
16,0.7259278970543315
17,0.5112665093016129
18,0.271483031604796
19,0.6954797544796304
20,0.8927955518040634
21,0.9389497175024
22,0.6890576979161304
23,0.4355619975029878
24,0.6372061954111116
25,0.7317429094896546
26,0.5933604776834185
27,0.8728538764814074
28,0.6695077733851278
29,0.5427757367668536
30,0.5944190797862183
31,0.4612672248625711
32,0.40991198391815303
33,0.3267619126455965
34,0.35825283552942055
35,0.3310369508664112
36,0.38228605970647195
37,0.292664658577639
38,0.507408719457224
39,0.789311621741185
40,0.8622548385623278
41,0.5068176156752021
42,0.4358359793997298
43,0.4813766331098731
44,0.5137992884725656
45,0.6023819433655576
46,0.4755723395807522
47,0.44585878535504864
48,0.41625444953875446
49,0.40079410838449103
50,0.45635019048254616
51,0.4827053192687443
52,0.7159952794731621
53,0.20781995498738937
54,0.8573687255440661
55,0.46030613554925476
56,0.6568158233960466
57,0.18436048811297828
58,0.6343860184531483
59,0.9014758593521467
60,0.7460561451806196
61,0.5308518280992475
62,0.5225585527446722
63,0.8727276683228945
64,0.597907996542934
65,0.20623576454438253
66,0.4474593204912128
67,0.3114230874212907
68,0.38575765708178095
69,0.5893267029304206
70,0.7849937658248421
71,0.7100496050946269
72,0.5880895007648744
73,0.36525425434171893
74,0.5318148889948612
75,0.4746037975991057
76,0.44280561855390976
77,0.45768059259287824
78,0.6622505945417712
79,0.8194029424524046
80,0.7590891781050645
81,0.634204275490414
82,0.5890654794474632
83,0.3608394082627053
84,0.3708483965072581
85,0.15949889181816423
86,0.4745339845198298
87,0.4902986362019177
88,0.3236728939502229
89,0.45551362873250073
90,0.6452723046621058
91,0.27608023823604577
92,0.7192850473898267
93,0.8029823046596369
94,0.45819059619803515
95,0.7458307989918128
96,0.8099261621015909
97,0.7867446085791258
98,0.23057488112941044
99,0.7027424537288838
100,0.6127928376241599
101,0.6571750209573934
102,0.7886988591771891
103,0.5581389389505109
104,0.5746335173400734
105,0.6486526299071355
106,0.7355701922042701
107,0.24174726329062668
108,0.686532247677831
109,0.26215306064514804
110,0.7844198801150968
111,0.4965276913976745
112,0.2673820130516961
113,0.7433861744262663
114,0.6322135784213947
115,0.8694802685066262
116,0.47297107177142184
117,0.3313502009060472
118,0.4588226321362105
119,0.3751933769707047
120,0.7598456467813313
121,0.3363379475962769
122,0.7863685850218323
123,0.6652369088780574
124,0.5037195900075097
125,0.7078836185060258
126,0.4660013114383401
127,0.65442317476684
128,0.6810782847716351
129,0.40185705347700923
130,0.5793081439946104
131,0.7811794680087962
132,0.5017621150649482
133,0.5456793494625904
134,0.5501542404256121
135,0.6202687504413311
136,0.7112013210065821
137,0.7643619964286773
138,0.6547004935944869
139,0.4030636935486804
140,0.7243022334343384
141,0.6968265048179348
142,0.4575230695323197
143,0.41771776397021265
144,0.35369563826593337
145,0.5726488415682449
146,0.3009554789963856
147,0.36539913886014835
148,0.7367226165152572
149,0.3263833040509659
150,0.6445518960241545
151,0.5466949283593401
152,0.4268496947724321
153,0.7342367532607591
154,0.7277506137730112
155,0.7752057326538088
156,0.23952647388719947
157,0.499199062652159
158,0.8561985584895139
159,0.2650250567845215
160,0.4140704095391504
161,0.7748297809675401
162,0.40829719215394394
163,0.3640479378220013
164,0.5396815734510385
165,0.7770178813058471
166,0.8207279942998937
167,0.4252138926632837
168,0.7892978456348196
169,0.7967153542771561
170,0.3211667540826234
171,0.35454824545860186
172,0.7052192788467626
173,0.7334698097147785
174,0.705592276070991
175,0.7061785369942615
176,0.4171460283558799
177,0.4603059378947827
178,0.43531043992727786
179,0.34554593704508985
180,0.5675512523379348
181,0.9426811990554069
182,0.7533613004118095
183,0.29846295584540533
184,0.6969237591252838
185,0.3028039214641152
186,0.13733678450909412
187,0.652261897904492
188,0.7408885398393612
189,0.3913622937739422
190,0.34723738531621867
191,0.4642823621208453
192,0.41687810725982005
193,0.5806034719120247
194,0.7058535761299143
195,0.386113900384562
196,0.8031789360004379
197,0.4687183959085191
198,0.37721135058430955
199,0.40647742591845043
200,0.41621774294005703
201,0.4686495246053114
202,0.24644366146718397
203,0.5241266705296068
204,0.3133555840682823
205,0.2099694298170287
206,0.4643161015773725
207,0.7595154955809443
208,0.4363238816690823
209,0.8150490720483374
210,0.5530285737811922
211,0.7357017901425655
212,0.8277361984121268
213,0.6944652810710213
214,0.6276526657673871
215,0.7823092982607891
216,0.42142144190995595
217,0.3067108114610421
218,0.40750363312575577
219,0.7290871145571705
220,0.902103092570471
221,0.580446403706991
222,0.5036626149962162
223,0.25924085021398086
224,0.6905499098814507
225,0.3991221904966995
226,0.6083471712703885
227,0.7091729052283002
228,0.3698716539467266
229,0.4934314557629927
230,0.7033743546252584
231,0.44980355082900986
232,0.4683588716134983
233,0.7397430887126503
234,0.5379652419847154
235,0.8853849765278319
236,0.620993586662167
237,0.3280987972510061
238,0.5483992639566603
239,0.7924379451278663
240,0.8915857279146574
241,0.5994410792824905
242,0.6441551383941979
243,0.5667520942173193
244,0.7645173893649888
245,0.3888802669625347
246,0.19754095357943827
247,0.42871618424407454
248,0.342558316049335
249,0.5681084326718333
250,0.22914031052801564
251,0.6989228946667185
252,0.6014899884606608
253,0.8380151184722517
254,0.6195906180487363
255,0.6461420391642793
256,0.44164241882470373
257,0.5843651091220244
258,0.3346530026634256
259,0.5932907801866222
260,0.7372948488323761
261,0.24937008335871141
262,0.6872126719517653
263,0.3206298203304734
264,0.20029038298499555
265,0.5544102618760898
266,0.609555130182299
267,0.4449567497266724
268,0.5269592072083981
269,0.549498179924871
270,0.5065411826811717
271,0.4245829648866522
272,0.32108478386061595
273,0.5896199041603111
274,0.5328135981014861
275,0.5371299031664072
276,0.48184522547266395
277,0.7751021806573134
278,0.895213183036325
279,0.28645418172302833
280,0.5067978508928814
281,0.5594541647027671
282,0.7261578739525838
283,0.7253575479878285
284,0.4988456506370854
285,0.7339622394688514
286,0.3604417454125459
287,0.6727876026767874
288,0.8021261550861325
289,0.81079609752222
290,0.5638096211069547
291,0.3149109633001703
292,0.6939889685104915
293,0.427122580200639
294,0.49899028009006263
295,0.24986751137187174
296,0.4986228700653855
297,0.768103078105853
298,0.8537488618280257
299,0.5666344122367235
300,0.28911276077169656
301,0.8150783525114043
302,0.44609628684693275
303,0.7721263601548319
304,0.6717651280457582
305,0.5947030457315118
306,0.6770734129207514
307,0.267423598301649
308,0.351953688577847
309,0.45238133534912883
310,0.6930999396072349
311,0.5650295244282414
312,0.36782057475691776
313,0.49845378634417625
314,0.3315418345961872
315,0.59762818236225
316,0.7946572490970233
317,0.7292076728749054
318,0.377547008927238
319,0.5856454312930497
320,0.42281493439545026
321,0.8261441155174685
322,0.4480123025439648
323,0.5080732697259639
324,0.3088005512162621
325,0.6298288134369912
326,0.7515728184653137
327,0.35505289078545793
328,0.6844614682696807
329,0.31089383259901837
330,0.6691397970117486
331,0.5429402092214642
332,0.5518188178834261
333,0.655887076947848
334,0.5342765868959146
335,0.45478505421883475
336,0.6675281925080533
337,0.665561297272931
338,0.5952974408065432
339,0.44481486633617534
340,0.7516644436466287
341,0.39627013140666156
342,0.6732869069512504
343,0.26535675992898483
344,0.7854601871486908
345,0.6370539666845123
346,0.3718212997813519
347,0.5672436818092149
348,0.3593513342995944
349,0.699420699883256
350,0.464574213492595
351,0.3214904107234753
352,0.6218863644816413
353,0.7429542286983429
354,0.7304843395553446
355,0.6116360603340607
356,0.35804057033063963
357,0.44322106362982944
358,0.554199319621142
359,0.5246357878099726
360,0.4830373916680394
361,0.3925319755433204
362,0.19068612505975877
363,0.7212745970280043
364,0.5076309767654124
