Id,TARGET_5Yrs
0,0.6585515321997927
1,0.6864368808991986
2,0.9336760047377101
3,0.9452082219142367
4,0.6981030367075066
5,0.8915788183736868
6,0.6613156211820097
7,0.704333368108369
8,0.8151959192808237
9,0.630806357523392
10,0.7562802243314621
11,0.9361588373644409
12,0.7660488144124052
13,0.8839230663716056
14,0.9449188946532001
15,0.8776277251133263
16,0.9643495615345502
17,0.7945175800167197
18,0.5137369035012667
19,0.9014323476839161
20,0.983235533368718
21,0.9070904486382644
22,0.9246260822556269
23,0.6084658343153101
24,0.8829722141027728
25,0.9078411288810208
26,0.8824600515552015
27,0.9772695289413553
28,0.8487956361913419
29,0.8128899515148651
30,0.758892011578553
31,0.6800664338852989
32,0.6283825958755033
33,0.7489139751252046
34,0.5378932977060876
35,0.5529854444655674
36,0.6308722987205799
37,0.6733611076200232
38,0.8265786787970647
39,0.9032812679129546
40,0.9839306645837993
41,0.7165644361815751
42,0.6391952167418721
43,0.6964799301833959
44,0.7496399595878436
45,0.796952610171899
46,0.8058063601990865
47,0.7782555808817878
48,0.733415715076266
49,0.655374417606306
50,0.7121809953961385
51,0.6685384808980531
52,0.917573989043251
53,0.5055746839664611
54,0.9765279245099808
55,0.7617323624479055
56,0.8919863324635707
57,0.5336778919100308
58,0.9253092921395195
59,0.9681005081686344
60,0.9607334907265715
61,0.7352244332836012
62,0.7331982777613226
63,0.956008477139452
64,0.8279781009869778
65,0.4847252564366864
66,0.6794187301244741
67,0.6085522033518608
68,0.5475651972669705
69,0.8398865840455854
70,0.9037895056139278
71,0.8956257289864812
72,0.738977516319017
73,0.7158048558659366
74,0.7810614558400889
75,0.712076632453632
76,0.6076045099637912
77,0.7263523934315163
78,0.8384087331740318
79,0.948466995403495
80,0.8887749128231334
81,0.8546649244394018
82,0.8683898580656103
83,0.6793757785135175
84,0.42793472150040013
85,0.3355909196704277
86,0.7002253842664876
87,0.7158180897252314
88,0.6287672195095649
89,0.8618534993133958
90,0.8402546474279607
91,0.7486203322494166
92,0.9718344208214936
93,0.9138400226017488
94,0.7758240619669314
95,0.9722354517658421
96,0.9006151073368514
97,0.9076833228171967
98,0.5246678472167572
99,0.8932837923830647
100,0.8139602638172715
101,0.8847384969856595
102,0.951646772385238
103,0.7570930778213861
104,0.8592353151576867
105,0.8496971583547658
106,0.7967078009244978
107,0.4721639555304868
108,0.8903720918235349
109,0.686337674476746
110,0.9157380947501139
111,0.6750602398559821
112,0.4287304854142631
113,0.9612923777392465
114,0.8140084961057065
115,0.9822911932775651
116,0.7408051949670467
117,0.6691584847657253
118,0.8018520692878995
119,0.6551280275057677
120,0.9664623835814384
121,0.5851596668141428
122,0.9252197544723024
123,0.8412993062645071
124,0.8156032235870697
125,0.9578903467047241
126,0.6945921011728403
127,0.9132045339398348
128,0.9385316225260704
129,0.6104181937692076
130,0.6466281360173385
131,0.9531150666856791
132,0.7694628145129935
133,0.7557939017682963
134,0.7135233641469108
135,0.8692269833468524
136,0.8902602046986648
137,0.9393116696404513
138,0.8421728129784857
139,0.6141660178417755
140,0.9541333650290151
141,0.8452455814249534
142,0.7312784013541023
143,0.703613062049195
144,0.7376706881841537
145,0.8619408962255841
146,0.5694076027463527
147,0.6424248557560572
148,0.9838958490366239
149,0.5191866317387118
150,0.8866656677109033
151,0.8019633438708049
152,0.7353645093837039
153,0.7545253183728826
154,0.9271164896702203
155,0.9236077841070504
156,0.6271611598640527
157,0.7561405726074009
158,0.9714006940225636
159,0.5263444257267332
160,0.6251417871158054
161,0.9673199161696849
162,0.5738487054450071
163,0.6436943583786929
164,0.7590914703285155
165,0.919930817108099
166,0.9556204796067732
167,0.7131222027315548
168,0.9510307069804866
169,0.9002814610342336
170,0.690852101778517
171,0.6945259738469483
172,0.9114223422663309
173,0.7718330630377577
174,0.8951074805641982
175,0.9588073728395993
176,0.6907226752561411
177,0.7008682563026921
178,0.6963651777427226
179,0.4738085662757184
180,0.839924927579537
181,0.9676769516959202
182,0.9679801330080657
183,0.41742354541723503
184,0.8633489082931927
185,0.5800079257005256
186,0.17807057232817103
187,0.8629859599882413
188,0.8653172485195783
189,0.5523189956933463
190,0.6888142101349354
191,0.7380485664601348
192,0.5965409138333638
193,0.855079854168415
194,0.8640554348850094
195,0.631312636324797
196,0.9712638501926885
197,0.6893172099651378
198,0.7561745212699816
199,0.6209107662660494
200,0.7962488515479968
201,0.6787304953292774
202,0.4559461813948186
203,0.6988601857674946
204,0.8291283271766239
205,0.5363405424454762
206,0.76119900001192
207,0.9545058685009862
208,0.6934953391875175
209,0.9382806165240434
210,0.7752338219636479
211,0.9177741756073919
212,0.9693978776993483
213,0.9339008783773182
214,0.8130013433558266
215,0.917606429983047
216,0.5594280246806291
217,0.6337757360832572
218,0.7561212576809292
219,0.9851804322798174
220,0.8956075032008342
221,0.7980139511013439
222,0.7315770643334419
223,0.5913693565577677
224,0.8585694153501598
225,0.6260512285036549
226,0.9106283564486974
227,0.8792906205792822
228,0.6294304403321891
229,0.7629895324286042
230,0.9260371097171268
231,0.6758298987385619
232,0.7322552542707607
233,0.8569066857047577
234,0.770625585797332
235,0.9623555081874051
236,0.7766215004611045
237,0.45596718537854564
238,0.7835404366629884
239,0.9476200421877923
240,0.9513606240005381
241,0.8952062488430912
242,0.8770334097161598
243,0.7530352179314111
244,0.9489673855875641
245,0.7013523661166847
246,0.4660580466178706
247,0.7331097040754041
248,0.6737012291642287
249,0.8197197994565808
250,0.4638848398646913
251,0.8554585056142764
252,0.8198485696891121
253,0.9173652019849676
254,0.8950700584279785
255,0.9177484060984569
256,0.730256836221162
257,0.8763934158173003
258,0.48950113619318036
259,0.8291160726599113
260,0.9806258578862992
261,0.4235972744845927
262,0.9337478774274874
263,0.6252888584861435
264,0.4785282637158534
265,0.784049514712333
266,0.891497956781941
267,0.6801012812728319
268,0.8777431161861038
269,0.798663743759628
270,0.8326337012425437
271,0.6991803168980444
272,0.7084168510295034
273,0.8351153617116
274,0.7549811297340304
275,0.7288672433986455
276,0.5839728430298528
277,0.8528265864909066
278,0.9798911420458247
279,0.7050704846078464
280,0.7311308941980429
281,0.7462877546070504
282,0.8927275948523042
283,0.9219798735205044
284,0.7884864472238915
285,0.9511897768325089
286,0.6812549361580761
287,0.9370148036478533
288,0.9552382359513502
289,0.9455682793711248
290,0.8187384823068202
291,0.46239116440144556
292,0.8725783049531928
293,0.6597910200541492
294,0.7230052648654406
295,0.6405439197721309
296,0.7828707308362458
297,0.9280500490939424
298,0.9238978782362508
299,0.8773839391771344
300,0.5867527298686463
301,0.9542269247503141
302,0.7154872342933859
303,0.9186688957141248
304,0.8558860527803468
305,0.8514428024554728
306,0.8766639718013206
307,0.5449463622316046
308,0.6367351994011563
309,0.6579960704284431
310,0.9243302470048653
311,0.8580254726004949
312,0.448429958817305
313,0.7185242946049092
314,0.6086864247846018
315,0.7681070927236349
316,0.934417847856263
317,0.9211605792167799
318,0.6804941832989444
319,0.818770389045865
320,0.7092446466983688
321,0.9457518316545367
322,0.7619507974394892
323,0.8265285701126219
324,0.5024808962592353
325,0.8323817914100193
326,0.9728925764879605
327,0.6796600820297378
328,0.8843030673928947
329,0.753040486459593
330,0.8485123915885692
331,0.8013806268915588
332,0.851689736244614
333,0.9536968632399762
334,0.6465604941475875
335,0.7146912450280211
336,0.8481558711088373
337,0.7566612084407194
338,0.8505035822997481
339,0.7674400992564694
340,0.8675812675081538
341,0.6565769841772764
342,0.7964427676448603
343,0.5442944728279433
344,0.9291571615131414
345,0.8975721401228512
346,0.6864302060774663
347,0.722594101535857
348,0.7468876080843833
349,0.94053745631535
350,0.8127771209891581
351,0.6167616799944
352,0.8634190126060484
353,0.8969220013613032
354,0.9409016350877494
355,0.8852084542274973
356,0.6172652854576377
357,0.6123687637718781
358,0.8205989627195838
359,0.795210707013028
360,0.6928738503687425
361,0.742387844166111
362,0.4214566492884676
363,0.9007474804927414
364,0.7056949681124047
365,0.6004851790956804
